model,variable,unit,scenario,region,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
dummy,CF4,kt CF4/yr,historical,World,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.01445313,0.014453129,0.014453129,0.014453128,0.014453127,0.014453126,0.014453125,0.014453124,0.014453122,0.014453121,0.01445312,0.01445312,0.014453121,0.014453124,0.014453128,0.014453135,0.014453146,0.014453161,0.01445318,0.014453203,0.01445323,0.014453261,0.014453292,0.01445332,0.01445334,0.014453345,0.014453326,0.014453272,0.01445317,0.014453005,0.014452762,0.014452429,0.014451995,0.014451458,0.014450828,0.014450129,0.014449413,0.014448756,0.014448277,0.014448135,0.014448536,0.014449738,0.014452043,0.014455783,0.0144613,0.014468907,0.014478831,0.014491138,0.014505631,0.014521732,0.014538333,0.014553642,0.014565014,0.014568807,0.014560273,0.014533527,0.014481643,0.014396934,0.014271482,0.014097997,0.013871089,0.013589005,0.013255907,0.012884681,0.012500252,0.012143247,0.011873781,0.011774917,0.01195577,0.01255474,0.013741519,0.015722423,0.018742758,0.023094665,0.029116927,0.037201085,0.047785075,0.061309716,0.078157478,0.098931929,0.124080471,0.15406772,0.1890952,0.229364639,0.274669632,0.324164957,0.376647115,0.431206761,0.486686837,0.542059772,0.596099548,0.647340695,0.694190557,0.736452572,0.775657068,0.814878605,0.857617894,0.906903024,0.961779318,1.018614411,1.0740135,1.126166715,1.174583357,1.220786102,1.2692797,1.329398556,1.415332278,1.544148339,1.73066847,1.982513069,2.297761445,2.665349968,3.067233614,3.480911849,3.881170583,4.241000792,4.532656586,4.728025918,4.806952661,4.772134473,4.661753201,4.528463529,4.406367066,4.309270739,4.241458055,4.202532171,4.186520766,4.184380155,4.187687383,4.19102519,4.194778726,4.20636115,4.23970702,4.313108029,4.444591989,4.650615017,4.948050824,5.35459119,5.886381842,6.556679181,7.373749458,8.340924665,9.454170312,10.70132688,12.0615683,13.50447082,14.99265105,16.48291961,17.92716026,18.65329944,17.18894419,16.87643898,17.72383593,18.16397272,18.76247704,18.26204571,17.51537002,15.92125246,16.00154814,17.11833183,16.4134827,15.5936397,15.96018952,16.11119723,16.38642179,15.54808972,15.53706865,13.22640716,12.45592769,11.44508372,11.49875795,11.43557421,11.31600137,11.12552587,11.07005945,10.98257205,10.37388529,10.43503109,10.99746012,10.98942159,10.74679282,10.9505712,10.91263187,10.24071582,9.645317665,10.21973676,10.96486157,11.17448038,11.12494119,11.25006958,11.9752926,12.94790193,13.91099239,14.33960908,14.44348631,14.54118766,14.73336448,14.9255413,15.11771813
dummy,CFC-11,kt CFC11/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001785016,0.004330514,0.00776997,0.012177398,0.017547498,0.023751591,0.030484135,0.03720119,0.043053999,0.046823236,0.046862508,0.041063403,0.026858618,0.001284224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84426893,2.163013004,3.954955609,6.262858649,9.089074534,12.38404517,16.07625472,20.11022684,24.48185934,30.39854131,33.90898139,31.77008422,32.31782916,42.67963714,54.82601212,69.01561839,84.37029733,99.99450154,114.0623589,127.4520279,144.7108004,164.7670613,191.3203737,217.1846231,238.6863289,269.2000078,308.2061507,339.1958252,328.2252027,334.9677239,321.4235,306.3772898,274.743912,262.0474582,270.2594244,268.5160372,279.6776571,295.5474144,316.2122528,347.9214347,350.7100893,324.4738981,284.6371508,234.6038024,190.6284682,171.5611007,126.9967442,102.7887155,90.89664373,93.16160918,83.38233752,83.01066043,77.850416,78.30907854,72.62715833,61.37198354,66.80615617,61.40681673,60.48521414,57.2812713,60.65264334,62.7372077,65.10651945,56.12499054,57.71396221,59.57898691,66.2890923,73.59912275,69.19313531,74.07084077,82.01992091,72.78406095,49.68461943,58.56403833,56.44691887,54.0754823,51.67361545
dummy,CFC-113,kt CFC113/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024807,0.000372753,0.000521134,0.000688023,0.000862985,0.001028693,0.001159205,0.001218352,0.00115849,0.000919991,0.000431939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007768537,0.035712767,0.074949869,0.126941504,0.192378577,0.270850238,0.361142591,0.461608674,0.570433228,0.68580826,0.806037286,0.92958613,1.055097188,1.181382455,1.307408918,1.43228819,1.555280786,1.675823856,1.793589775,1.908581077,2.021264891,2.132746599,2.24497778,2.360987014,2.48511368,2.623214019,2.782795803,2.973022694,3.204513411,3.544361063,4.197531904,4.85733386,5.523766932,6.19683112,7.186534054,8.186183662,9.505787575,10.52864609,12.49147417,14.16418796,16.16348718,18.49268737,21.1551041,24.46406056,27.80617259,32.1114631,36.45985585,42.09138139,51.18935534,52.00995889,52.21386272,52.72445863,81.13574133,82.25474508,125.5381022,120.2944851,124.5914778,156.2022976,159.9273476,183.2060873,231.2075189,230.1017477,222.4493451,199.8104783,200.1569393,92.91417448,78.4366455,48.29627264,30.22796479,22.50429848,13.76772033,12.3784897,10.04597395,17.92050111,9.450828341,0.891635507,2.783182064,4.077922263,9.109331823,5.206884569,1.264650621,1.622736812,10.66766779,3.381661054,6.559655944,3.573969352,4.27853431,6.233076466,3.560713062,4.891924398,7.789751678,4.830589549,3.081617922,0.076037982,0,0.205350681,2.136683932
dummy,CFC-114,kt CFC114/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32E-05,0.000233595,0.000502139,0.00085933,0.001310492,0.001852198,0.002467765,0.003121865,0.003754428,0.004274201,0.004552577,0.004418606,0.003656502,0.002007338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015033299,0.113193697,0.252555485,0.438925734,0.675984581,0.96581417,1.309481489,1.707247705,2.158462187,2.66120833,3.211778208,3.804066394,4.428991665,5.074079635,5.723369195,6.357839407,6.956587803,7.499020893,7.255700704,7.010892322,7.328622154,6.237774162,6.551039415,6.865792862,7.182034501,7.499764333,7.818982358,8.139688576,8.179869784,8.784077398,9.109248195,9.435907184,9.764054366,10.37570295,10.4263015,11.32293967,14.19813484,14.83210631,15.18704097,15.82547702,14.49279703,15.97280811,18.02428656,17.26605033,15.37529671,14.03815214,16.64175146,19.54075772,19.35250066,20.85483464,21.51856997,17.10904402,13.8037598,11.60867008,7.991608793,6.047280226,5.502600326,4.10890443,2.989780773,2.992757158,3.277746748,3.000198123,2.157134898,2.437659908,2.155646705,1.872145308,2.997221737,2.154158512,0,0.445709169,3.255423855,4.387941247,2.98829258,1.863216151,0.732186951,0,0.990389069,1.828987715,0.979971719,1.818570365,2.097607183,2.942158601,0.125002951,0,0.099703672,0.93383774
dummy,CFC-115,kt CFC115/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254425455,0.509321631,0.510263076,0.765629975,1.021467596,1.27777594,1.78898046,1.792275516,2.049996027,2.562612714,5.111574482,5.120988928,5.384828827,5.14028854,5.149702985,6.431244704,3.389907305,6.703557604,7.733498201,6.984343505,9.795733007,11.59459863,12.12463205,10.62020326,10.38507742,11.42160813,12.20559627,10.70116749,8.939488924,8.955493481,9.225923492,7.715846044,6.457369716,5.196539778,3.678930773,2.41292289,1.907837759,2.165087547,1.913957148,1.407930572,0.900962552,0.647478542,0.39352381,0.39352381,0.647949265,0.393994532,0.648419987,0.903316164,0.649832154,0.650302876,1.159624507,1.161036674,1.67129975,1.928078816,1.930903149,1.424876574,0.15463219,0,0,0.152278579
dummy,CFC-12,kt CFC12/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001061348,0.002463313,0.004347854,0.00675144,0.009666199,0.01301589,0.016626886,0.020194966,0.023249712,0.025119611,0.024902627,0.021449008,0.013365369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001482844,0.506672076,1.233397363,2.21571036,3.474902769,5.013341601,6.820430309,8.8799829,11.17575861,13.69562417,16.43481673,19.39874377,22.6056867,26.08967578,29.90367884,34.12309052,38.8493222,44.21307153,50.37659341,58.63906475,66.57770811,69.78964165,78.02577625,93.13446357,104.384532,120.5349271,141.6324671,164.7246651,185.6300512,208.3242894,235.0224759,263.5621849,294.158976,321.2317037,346.1429794,377.8673082,418.6685552,454.0359368,441.9226145,431.4508642,418.6391696,407.0652381,407.9401296,352.2027778,420.0592212,383.3740382,411.0817372,380.4429587,458.247339,452.0009521,514.4410838,507.2710048,438.0041009,361.6227542,318.655132,284.64056,218.8801786,222.4442213,227.6313022,198.2654163,165.401807,160.6019392,148.351116,137.7750275,120.2932236,106.0370148,103.2376637,91.41308769,87.67151707,65.09918967,58.90453116,61.05135421,44.62784743,48.04364569,52.29827358,42.20305659,43.21160801,48.43479214,34.31904384,30.06832702,44.17823262,28.23949244,12.95035898,24.11265632,22.19505775,20.46570832,18.72660514
dummy,CH2Cl2,kt CH2Cl2/yr,historical,World,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731971,215.9731972,215.9731972,215.9731972,215.9731971,215.9731971,215.9731971,215.973197,215.9731969,215.9731967,215.9731965,215.9731963,215.973196,215.9731957,215.9731954,215.9731952,215.973195,215.9731951,215.9731954,215.9731961,215.9731973,215.9731992,215.9732019,215.9732056,215.9732102,215.9732157,215.9732221,215.9732289,215.9732355,215.9732411,215.9732444,215.9732436,215.9732366,215.9732206,215.9731926,215.9731494,215.9730879,215.9730053,215.9729001,215.9727727,215.9726265,215.9724693,215.9723144,215.9721825,215.9721032,215.9721159,215.9722709,215.9726292,215.9732606,215.9742402,215.9756416,215.9775278,215.979936,215.9828595,215.9862235,215.9898554,215.9934523,215.9965446,215.998461,215.9982987,215.9949057,215.9868844,215.9726278,215.9504024,215.9184937,215.8754314,215.8203107,215.7532244,215.6758145,215.5919395,215.5084429,215.4359798,215.3898347,215.3906203,215.4647047,215.6441597,215.9659662,216.4701584,217.1968332,218.1831233,219.4612967,221.0579311,222.9938399,225.2844869,227.9406789,230.9693806,234.3745431,238.1578749,242.3195141,246.8585835,251.7736269,257.0629346,262.7247719,268.7575264,275.1597931,281.9304119,289.0684717,296.5732937,304.4444006,312.6814818,321.284357,330.2529419,339.5872185,349.2872107,359.3529645,369.784534,380.5819717,391.7453234,403.274626,415.1699088,427.431198,440.0585228,453.0519249,466.4114693,480.137256,494.2294339,508.6882131,523.5138763,538.7067861,554.2673854,570.1961885,586.4937561,603.1606517,620.1973719,637.6042459,655.3813,673.5280824,692.0434502,710.9253215,730.1704069,749.7739392,769.7294359,790.0285427,810.6610222,831.6149722,852.877376,874.4351019,896.2764797,918.3935846,940.7853413,963.46152,986.4476319,1009.790615,1033.565049,1057.879414,1082.881646,1108.762886,1135.75794,1164.140543,1194.211074,1226.274025,1260.640084,1297.657835,1337.429972,1379.77546,1424.321925,1470.533107,1517.730591,1564.928074,1612.125558
dummy,CH3Br,kt CH3Br/yr,historical,World,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659708,111.7659707,111.7659707,111.7659707,111.7659707,111.7659707,111.7659706,111.7659706,111.7659705,111.7659705,111.7659705,111.7659705,111.7659706,111.7659707,111.7659709,111.7659711,111.7659715,111.765972,111.7659725,111.7659733,111.7659741,111.7659749,111.7659757,111.7659763,111.7659766,111.7659763,111.7659751,111.7659728,111.7659689,111.765963,111.7659547,111.7659438,111.7659301,111.7659138,111.7658954,111.7658761,111.7658577,111.765843,111.7658361,111.7658421,111.7658676,111.7659204,111.7660092,111.7661434,111.7663315,111.7665807,111.7668941,111.7672688,111.7676925,111.7681398,111.7685681,111.7689131,111.7690847,111.7689636,111.7684,111.7672148,111.7652056,111.762159,111.757871,111.7521777,111.7449986,111.7363937,111.7266349,111.7162918,111.7063286,111.6982055,111.6939759,111.6963645,111.708805,111.7354103,111.7808413,111.8500334,111.9477928,112.07847,112.2457786,112.452734,112.7016741,112.9943308,113.3319302,113.715303,114.1449938,114.6213592,115.1446504,115.7150765,116.3328448,116.9981772,117.7113004,118.4724065,119.2815838,120.138714,121.0433361,121.9944793,122.9904672,124.0287059,125.105472,126.215727,127.3529949,128.5093553,129.6756147,130.8417371,131.9976226,133.1355304,134.25463,135.3570824,136.4489107,137.5358794,138.6249132,139.721324,140.8308214,141.9569985,143.1043353,144.2756708,145.4739848,146.7003355,147.9568213,149.2446023,150.5663503,151.9236553,153.3191035,154.7544643,156.2335076,157.7591272,159.336304,160.9697309,162.6655103,164.4286833,166.2654278,168.1799222,170.1754874,172.2511366,174.4017001,176.6134107,178.8648893,181.1225214,183.340889,185.4589223,187.4015522,189.0788539,190.3922622,191.2387939,191.5253348,191.1832696,190.1689394,188.4623103,186.0980015,183.1823897,179.8812002,176.369121,172.7878479,169.2295391,165.7460898,162.3752344,159.159196,156.1408128,153.3622133,150.8475771,148.6001379,146.6131497,144.8856702,143.4159563,142.187999,141.1699642,140.3358493,139.6662422,139.1409945,138.7227797,138.3670217,138.0112638,137.6555059
dummy,CH3CCl3,kt CH3CCl3/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002406705,0.00719453,0.013782697,0.022362599,0.032984483,0.045471567,0.059314115,0.073545417,0.086604972,0.096198779,0.099172565,0.091421101,0.067865307,0.022538233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091709879,3.610534654,6.162936242,9.551015486,10.71379474,14.7392431,18.2787997,20.18798193,28.10862304,31.51207379,36.17050359,48.11659306,69.59247627,94.296186,114.7629758,135.004385,141.3473624,170.2645911,214.2342556,266.247504,305.5163244,309.3266886,382.2479665,462.2988599,568.5491941,510.6746479,519.3600471,511.9846337,510.9045915,533.4642465,559.7646917,558.6026876,553.3347358,623.6055329,633.8854299,640.6711389,647.6185631,626.6293468,522.1404763,371.3410113,255.0786626,186.6203726,87.38838224,54.34974662,31.95246513,23.34240241,19.94984776,13.10044427,13.21526989,9.944224729,8.202578784,8.762344466,7.044128731,6.155740411,6.560386952,4.735345815,3.083003789,2.638809629,1.266738015,2.006544852,1.972876718,2.311678794,2.010186632,2.059942932,1.976518498,1.672101215,1.543308163,1.590139341,1.570380153,1.682339138
