model,variable,unit,scenario,region,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
dummy,CH3Cl,kt CH3Cl/yr,historical,World,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415615,4554.415616,4554.415616,4554.415616,4554.415615,4554.415615,4554.415614,4554.415614,4554.415612,4554.415611,4554.415609,4554.415607,4554.415604,4554.415601,4554.415599,4554.415597,4554.415596,4554.415597,4554.415601,4554.415609,4554.415622,4554.415642,4554.415669,4554.415705,4554.41575,4554.415803,4554.415863,4554.415925,4554.415984,4554.41603,4554.41605,4554.416026,4554.415938,4554.41576,4554.415463,4554.415018,4554.414396,4554.413576,4554.412548,4554.411324,4554.409946,4554.408501,4554.40713,4554.406047,4554.40555,4554.406031,4554.407982,4554.411988,4554.418706,4554.428827,4554.443003,4554.461748,4554.485296,4554.513409,4554.545146,4554.578583,4554.610495,4554.636033,4554.648408,4554.638649,4554.595494,4554.505507,4554.353531,4554.123612,4553.800549,4553.372214,4552.832807,4552.187147,4551.456056,4550.682786,4549.940252,4549.338649,4549.032688,4549.22736,4550.180647,4552.201152,4555.638049,4560.860295,4568.226289,4578.059421,4590.632669,4606.159556,4624.788751,4646.600191,4671.601235,4699.722064,4730.810262,4764.625278,4800.834311,4839.012031,4878.647445,4919.162187,4959.98254,5000.681561,5040.864818,5080.228071,5118.449389,5155.268621,5190.400227,5223.627542,5254.724035,5283.55053,5309.974283,5333.96043,5355.483847,5374.614075,5391.421352,5406.056634,5418.655092,5429.41509,5438.502369,5446.13091,5452.46866,5457.721123,5462.040719,5465.613125,5468.568618,5471.069869,5473.223797,5475.168942,5476.986207,5478.784517,5480.608879,5482.522336,5484.509334,5486.553167,5488.534826,5490.30648,5491.588368,5492.043407,5491.180167,5488.626848,5484.581842,5479.059563,5471.213595,5460.637679,5448.18563,5435.460114,5423.73683,5413.700258,5405.652599,5399.662967,5395.580399,5393.083405,5391.83478,5391.808597,5393.148697,5396.005142,5400.009858,5404.361602,5408.07227,5410.038362,5409.427581,5406.385852,5401.646262,5395.928329,5389.674991,5383.180816,5376.686641,5370.192465
dummy,CH4,Mt CH4/yr,historical,World,26.6237352,26.66978858,26.91558477,26.9458482,26.98788619,27.14558563,27.24098669,27.29509433,27.4043004,27.52721709,27.5353155,27.58244493,27.52411916,27.54056569,27.53422671,27.55600551,27.69634219,27.85190745,27.90149822,27.9211388,27.90280625,27.85994718,27.97309534,28.04479481,28.14366888,28.3326123,28.54459529,28.6065229,28.76306809,28.92984717,29.02755288,29.0408379,29.03171027,29.03671487,29.04454406,29.10043392,29.29479053,29.46329499,29.57264067,29.64065281,29.64521971,29.54584849,29.60778123,29.62160581,29.6586446,29.78282605,29.9305341,29.96080358,30.05611196,30.17050735,30.22739618,30.27434949,30.34285632,30.39972704,30.50068451,30.59716324,30.85573289,31.06682556,31.2256401,31.34600122,31.41500116,31.39303729,31.52852904,31.61342689,31.73329363,31.9285754,32.15915648,32.25088251,32.40979715,32.57262057,32.69642496,32.79405696,32.92256459,33.04889002,33.17445128,33.33169931,33.64277075,33.91524976,34.14451813,34.31508033,34.53812936,34.57618903,34.78434334,34.93927295,35.17118799,35.44619222,35.81086383,35.98726956,36.23159568,36.49307332,36.72307067,36.86383867,37.03483406,37.23805559,37.41575283,37.69724587,38.05528074,38.4452465,38.74247959,39.01945159,39.21744648,39.35174468,39.67288034,39.93173767,40.40490907,40.8030848,41.26988035,41.5546402,41.89457267,42.31603759,42.7251148,43.02557573,43.26479494,43.67806811,44.09646853,44.55366026,45.1325741,45.63356051,46.03687815,46.49282582,46.75096258,47.15205895,47.84145182,48.275209,48.50714608,49.17645759,49.58438295,50.00550554,50.43098321,50.96229658,51.63840292,52.12827427,52.64193306,53.26291776,53.66926569,54.13458927,54.78056457,55.4680998,56.3530409,56.83243912,57.55424277,58.04349532,58.4473695,58.64530552,59.25839965,60.04342453,60.63198691,61.27007784,61.93984347,62.87362968,63.58659398,64.05121976,64.4972345,65.40759854,65.85479811,66.63298003,67.62462456,69.12100225,69.24473166,69.9715123,70.61383949,71.43749129,72.47794198,73.93679568,73.52636732,74.11482762,75.65170127,76.87886331,77.04871418,76.27713441,78.51077144,77.73447777,79.36731282,81.56431347,82.6381706,83.71927125,83.99689504,87.05880401,88.49989168,90.80312816,90.81523971,90.70635536,90.93919802,92.7970072,95.60424148,97.79976012,100.6502698,103.403558,103.9104942,105.9786341,108.5330294,111.4590974,113.1426337,116.5193815,119.8792613,119.6258511,123.0292481,128.5602823,133.1056956,135.5408684,140.932257,145.0809612,147.817621,150.2608204,153.6539167,159.6524252,165.240856,170.638602,174.9920827,181.8464103,187.0756634,191.0590354,196.8246259,203.8260202,211.2268517,217.6978583,222.5478627,226.760205,233.5065179,240.9782872,253.1210607,254.002323,258.7402262,266.7018043,266.9572047,267.2050802,271.6784494,275.4441605,278.1363198,283.1336835,282.790178,277.327962,276.6407918,276.7229837,280.5974569,281.360268,286.4108627,288.0664196,294.0647888,302.0148765,301.8268115,300.2977386,300.3037514,298.873041,297.6095889,306.0759664,312.6416366,310.4206906,308.0241158,307.3229205,307.4514416,307.7927977,306.8137778,315.84521,324.9471599,328.7458742,332.0366665,332.6835857,335.4876532,331.6321592,336.5392037,341.2334852,344.2266098,345.7357264,346.8885789,347.1572772,348.5331739,351.5829745,353.1344387,354.2493912,346.7750623,354.5836041,359.8727217,362.280215
dummy,CHCl3,kt CHCl3/yr,historical,World,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325378,261.0325377,261.0325377,261.0325377,261.0325376,261.0325376,261.0325375,261.0325375,261.0325374,261.0325374,261.0325374,261.0325375,261.0325376,261.0325378,261.0325381,261.0325386,261.0325392,261.03254,261.032541,261.0325421,261.0325432,261.0325444,261.0325453,261.0325459,261.0325458,261.0325445,261.0325418,261.032537,261.0325296,261.032519,261.0325048,261.0324867,261.0324648,261.0324397,261.0324127,261.0323861,261.0323635,261.0323499,261.0323522,261.0323789,261.0324406,261.0325492,261.0327177,261.0329587,261.0332829,261.0336967,261.0341991,261.0347769,261.0354006,261.0360181,261.0365484,261.0368764,261.0368466,261.0362613,261.0348802,261.0324273,261.0286049,261.0231187,261.0157166,261.0062436,260.9947167,260.9814191,260.9670152,260.9526823,260.940253,260.9323553,260.9325321,260.9453153,260.9762152,261.0315847,261.1182987,261.2432408,261.4127843,261.6324681,261.9068555,262.2395231,262.6331319,263.0895472,263.6099784,264.1951215,264.8452909,265.5605343,266.3407275,267.1856471,268.0950254,269.0685861,270.1060665,271.2072281,272.3718581,273.5997646,274.8907685,276.2446935,277.6613567,279.1405615,280.6820957,282.2857362,283.951263,285.6784855,287.467283,289.3176621,291.2298317,293.2042971,295.2419704,297.3442919,299.5133557,301.7520227,304.0640024,306.4538739,308.9270103,311.4893611,314.1470397,316.9056569,319.7693435,322.7394041,325.8125677,328.9788225,332.2188737,335.5013285,338.7798058,341.9902923,345.0492112,347.8528493,350.2789793,352.1917125,353.4507964,353.9267025,353.5228808,352.2024825,350.0239097,347.221506,344.1969042,341.3915322,339.1705461,337.8201047,337.5653624,338.5680386,340.9375376,344.6986971,349.8198449,356.2143905,363.6840913,371.8984701,380.3814115,388.5201485,395.6372322,401.2030447,404.9081381,406.6818597,406.7992441,405.7533586,404.0020325,402.2507065,400.4993805
dummy,CO,Mt CO/yr,historical,World,341.2760393,341.4588346,345.3835209,345.3062183,345.1802739,348.0015635,349.6496953,349.9828108,351.2322317,353.5052494,352.1663252,351.8260179,349.9221769,349.6174333,348.5420714,348.6054574,351.1550916,353.7413589,354.2170335,353.8101203,352.6136584,349.4562562,350.1543172,350.0812206,350.2775808,352.8530251,356.2827917,355.8363599,357.1372153,359.4273033,359.2463377,357.4602639,356.3066145,355.33104,354.1366023,354.6684942,358.1366089,360.6923474,362.2884997,362.7967192,361.9406964,358.3225776,358.7339881,358.1771521,357.7297839,359.5721854,362.4364218,361.9912483,362.7103133,364.7028722,364.3678966,362.7269909,362.0980499,361.7486687,361.6805736,362.4587096,366.7626492,369.441094,371.47189,372.4652844,372.0570309,369.1822502,370.1710338,370.3068577,370.7517478,373.1123732,376.7927119,376.8458322,378.1659613,380.3418399,380.6334915,378.8399902,378.6504127,378.236477,377.4274092,378.1423821,382.4128888,384.9204345,387.1368123,388.0766222,388.4376492,385.7325727,386.6204466,386.3421579,387.4274341,389.8063559,393.6703541,394.0568135,395.056936,397.5170564,397.9726244,395.6486464,394.8065796,395.1043487,393.8313264,395.1502146,399.6445619,403.0554354,405.6194792,406.9889283,406.2204016,403.1548819,403.7949784,403.0458604,404.1132492,407.137158,410.9807039,411.3965714,412.7374998,415.4599802,415.8082802,413.2575184,411.6822585,412.5814495,412.5331518,414.3972497,419.806306,422.6897528,424.8283963,426.5827565,425.3015529,423.8531993,427.1951252,426.27648,426.1866281,429.7804768,431.5131319,432.5037798,433.9001629,436.6045529,438.1146019,435.4385429,434.7024152,435.4173433,434.5676125,435.5825144,440.0923937,442.7469138,447.1856952,447.0229374,447.9417165,446.9845419,448.2437028,447.2005129,447.1461552,451.8930558,453.8058502,454.1571259,455.0984231,459.072807,458.757507,456.8497894,456.8064539,460.7657799,460.8163639,465.8555334,473.033695,480.9662373,481.1090396,484.1524481,485.3121007,484.8304482,489.4850696,493.3141819,486.5739042,488.7192974,495.3696277,498.4941272,499.3734011,492.104327,502.0956601,495.7087517,498.3992902,511.662254,510.1157465,513.6388336,510.6428244,519.9736572,523.1727599,530.6889618,522.1203461,514.5317627,509.7308884,513.6128046,523.3770797,529.4131602,537.8185957,546.9021311,538.7361415,540.3875384,547.7977318,553.2745172,551.5084829,558.6402684,562.735689,550.8820593,556.7437668,562.4369944,576.5857097,570.1548404,581.8334543,592.1712767,596.2189273,596.9432534,608.9152479,632.1691751,640.1751676,638.2754437,643.1551067,653.287711,651.5538697,660.454754,668.4474405,683.6798931,685.7869024,701.0415018,700.9278559,704.4722626,719.2772678,737.9193133,767.0666669,774.3165951,789.1786563,797.7515772,792.5582866,789.8560561,806.0498159,821.1962681,838.8927052,836.9332148,845.6988176,836.2147003,834.595504,836.7650368,846.845298,846.9010809,859.1595707,868.0389989,878.4766683,917.3237398,901.5046906,903.2746141,932.0157976,938.4713503,894.167328,959.0817911,980.1493167,966.6135085,948.9451493,937.582606,898.8369327,868.7847049,856.3003608,875.8733181,899.5717229,891.601272,876.8873547,861.8253312,846.136922,820.0893043,819.2884815,816.4813669,823.1402593,837.9909779,824.274147,803.5295177,788.2798436,789.2365857,759.2351031,761.9363316,738.224874,776.6229751,751.7286259,754.3278759
dummy,CO2 AFOLU,Gt CO2/yr,historical,World,0.364074357,0.37116763,0.378399102,0.385771465,0.393287464,0.400949897,0.408761618,0.416725534,0.424844612,0.433121875,0.441560403,0.45016334,0.458933888,0.467875313,0.476990944,0.486284175,0.495758466,0.505417346,0.515264409,0.525303324,0.535537826,0.545971728,0.556608915,0.567453345,0.578509059,0.589780171,0.601270878,0.61298546,0.624928277,0.637103776,0.649516491,0.662171043,0.675072145,0.688224599,0.701633302,0.715303248,0.729239526,0.743447325,0.757931935,0.772698749,0.787753266,0.80310109,0.818747937,0.834699631,0.850962113,0.867541437,0.884443777,0.901675426,0.9192428,0.937152439,0.955411012,0.974025318,0.993002287,1.012348985,1.032072616,1.052180522,1.072680192,1.093579257,1.1148855,1.136606853,1.158751403,1.181327397,1.20434324,1.227807501,1.251728917,1.276116395,1.300979015,1.326326034,1.35216689,1.378511205,1.405368786,1.432749635,1.460663946,1.489122112,1.51813473,1.547712602,1.57786674,1.608608373,1.639948945,1.671900127,1.704473816,1.737682138,1.771537459,1.806052385,1.841239767,1.877112705,1.913684557,1.950968939,1.988979735,2.027731096,2.067237451,2.10751351,2.148574269,2.190435016,2.233111337,2.276619123,2.320974572,2.366194201,2.412294844,2.459293668,2.640530108,2.821766548,2.85957595,2.907718339,2.916957257,2.880611928,2.971040893,2.953232645,2.976991041,3.040890114,2.782861519,2.769375437,2.742446034,2.709092448,2.620616616,2.573305112,2.610016118,2.572092948,2.540508392,2.586766261,2.837214765,2.856598882,3.054735072,2.982379666,3.180326893,3.264798918,3.285769144,3.183775879,3.279301135,3.27252827,3.382776531,3.379537278,3.559227604,3.481436668,3.634892424,3.633883715,3.547918504,3.694130504,3.569017247,3.680369321,3.953200735,4.163666962,4.104820418,4.291812516,4.307302688,4.312621317,4.247702112,4.407572767,4.360104347,4.450847683,4.509373321,4.536064812,4.630583027,4.600289513,4.6824756,4.830257098,4.840826027,4.75199263,4.842356429,4.949777314,4.75033988,4.830274946,4.689623253,4.517843064,4.599750797,4.57447518,4.525947222,4.54868106,4.551802686,4.484531507,4.606870492,4.842472479,4.806061617,4.911316447,4.924881775,4.922030034,4.933884826,4.969471751,4.943589741,4.897666757,5.023916663,5.188617032,5.237213511,5.301217405,5.341668979,5.264984661,5.304434538,5.372189863,5.422035208,5.361063006,5.462309737,5.742478977,5.773442501,5.72498696,5.702544577,5.696444866,5.651659163,5.640429346,5.554334637,5.480181217,6.211576516,6.564578066,6.482803516,6.593883542,6.985543693,7.128406138,7.224753516,7.328894595,7.196540047,7.749319866,6.710890129,6.825494885,6.335303361,6.165768712,5.863085882,5.629200472,5.226636039,5.404790792,5.336285048,5.840219257,5.698245841,5.121814812,5.394483765,5.247888873,5.142139301,5.063014275,5.087869957,5.517777201,5.416997208,4.690163427,4.971145823,4.833455623,4.547009628,4.788439462,5.643187385,5.294810794,5.531199208,5.343689643,5.174748801,4.95694166,4.980219127,4.97359456,5.261838789,4.977477257,5.893661006,5.43636357,6.016908782,7.411964322,6.148933532,6.007280473,5.301064083,4.768716141,5.131851716,6.080097723,5.407917038,4.894543317,5.336032552,4.597923467,4.883851839,5.277826629,5.491911159,5.282112706,5.656000506,5.119878803,5.400120578,5.535613582,4.409459542,4.234097835,3.847514963,3.789499294,3.441498518,3.555369437,3.543615524,3.627550667
dummy,CO2 FFI,Gt CO2/yr,historical,World,0.008734585,0.008734585,0.008738008,0.008738008,0.00874143,0.008744853,0.009347238,0.009350661,0.009354083,0.009357506,0.009357506,0.010250816,0.010254239,0.010257661,0.010261084,0.010264507,0.011452164,0.011455586,0.011459009,0.011462432,0.011465854,0.012715119,0.012718542,0.012721964,0.012725387,0.01272881,0.014046527,0.01404995,0.014053372,0.014056795,0.014134507,0.015802162,0.015807498,0.015816256,0.015817729,0.015833011,0.017969158,0.017977269,0.017981315,0.017986855,0.017996893,0.020097311,0.020515228,0.020540276,0.020508189,0.020521514,0.0214998,0.022571612,0.023510188,0.024764436,0.026356399,0.026378345,0.033941392,0.029818622,0.032284166,0.031575447,0.033198806,0.034437615,0.033323155,0.033344587,0.035473565,0.03758739,0.038902228,0.039115053,0.040009702,0.041228176,0.044648772,0.046060826,0.046288091,0.046645462,0.047346475,0.048124321,0.050077718,0.053042408,0.055221149,0.057071786,0.057736472,0.061957625,0.062648184,0.062750447,0.082993894,0.079213249,0.080409585,0.082220217,0.08418904,0.086026861,0.100109695,0.100331221,0.103925858,0.107857075,0.113964653,0.118067345,0.124553532,0.128713994,0.137078408,0.149519959,0.152821397,0.166811072,0.169561752,0.178516372,0.191098584,0.193165376,0.202319947,0.212701528,0.248009421,0.252020381,0.268658261,0.271798458,0.277502372,0.29388192,0.321522085,0.338584122,0.34613075,0.369010497,0.396920576,0.42166947,0.435197578,0.465831436,0.479083037,0.508213972,0.520393284,0.555684334,0.616406513,0.655973268,0.638314123,0.672080001,0.685931878,0.701783962,0.711133438,0.763609319,0.864236889,0.885417471,0.935009369,0.993028766,1.00678491,1.018324637,1.038313244,1.09238321,1.206160501,1.206799662,1.309513318,1.370711072,1.38515959,1.375827563,1.424586875,1.510054021,1.558025625,1.628961013,1.715515741,1.865589774,1.965045776,2.036219634,2.092112247,2.274320526,2.30598176,2.453360089,2.611911993,2.901718162,2.812921431,2.921668068,3.066816818,3.124430944,3.278211521,3.537328247,3.220484871,3.172686269,3.405322293,3.524599309,3.467086566,3.025509934,3.467414202,3.051494587,3.226137418,3.612791455,3.636660359,3.700577008,3.699698969,4.013923887,4.025285374,4.324322624,3.981641925,3.590496664,3.250764403,3.405782302,3.690209519,3.874574187,4.238675752,4.523396495,4.264407732,4.496106869,4.963947714,5.096895867,5.112102666,5.284275978,5.234518532,4.419707254,4.663184315,5.16763051,5.463292149,5.369043155,5.831556416,6.271729841,6.41005324,6.573849595,6.747715536,7.361751143,7.838740526,8.109668414,8.435991187,8.840104861,9.44104621,9.502704555,9.876177446,10.43760078,10.98683026,11.5002897,12.05650581,12.47074715,13.20868509,13.95625161,15.01602121,15.59717175,16.30174884,17.23365068,17.17192587,17.1420045,18.0358094,18.61302678,19.19369279,19.72117925,19.53323504,19.25562113,19.14599505,19.27210268,19.89401456,20.19459623,20.56492115,21.22630525,21.91661543,22.27729798,22.86839074,22.96488386,22.82863916,22.9526703,23.1303118,23.66654866,24.14770811,24.5703077,24.72814687,24.96886181,25.70407487,25.96034175,26.43975092,27.71060165,29.0451347,30.04643181,31.09736216,32.27991833,32.51328752,31.80190665,33.73080886,34.70662089,35.11264673,35.76403979,36.05199837,35.95904229,36.00376313,36.60295851,37.27846566,37.3541275,35.66233426,37.76501397,38.03206131,38.6589432
dummy,HCFC-141b,kt HCFC141b/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21723118,1.340073842,1.462916504,1.585759166,0.491370648,0.491370648,0.694242512,0.308972562,0.491370648,0.694242512,0.917588152,0.755663843,0.573265756,0.370393893,0.147048253,0.106100699,0,5.075528396,19.13884011,31.32794507,41.31526284,48.773213,48.91103411,55.35462495,55.79582091,57.91768129,54.41868492,56.30973603,51.82986427,45.01043541,42.38243072,49.52949121,49.21683804,50.56624141,50.31314366,56.00288536,64.19224258,63.72512872,60.5573934,59.9208916,54.61647104,53.7286862,47.62578834,48.57686042,51.67949379,55.92119505,55.70344713,55.60667596,55.44848347
